source_url,name,bio,age,tour,badge,cause,end_of_watch,incident_details,matched_input_name,fuzzy_score
https://www.odmp.org/officer/21668-police-officer-michael-daniel-crain,Police Officer Michael Daniel Crain,"Police Officer Michael Crain was shot and killed when he and his partner were ambushed as they were stopped at a red light at the intersection of Magnolia Avenue and Arlington Avenue at about 1:30 am. A subject opened fire on their patrol car, fatally wounding Officer Crain and severely wounding his partner. The officers were ambushed by an ex-Los Angeles Police Department officer who had been fired in 2008. Several days earlier, the subject had murdered Public Safety Officer Keith Lawrence of the University of Southern California Department of Public Safety and his fiancee. His fiancee was the daughter of an LAPD captain who had been involved in the personnel review that led to his firing. It is believed that the subject had researched Officer Lawrence's background as a law enforcement officer prior to ambushing and murdering them. The subject then posted an online manifesto admitting to the murders and stated he would seek revenge on other officials involved with his personnel review and dismissal from the department. Shortly before Officer Crain and his partner were shot, the subject shot and wounded an LAPD officer in Corona who was on a protective detail as a result of the threats made by the subject. On Tuesday, February 12th, 2013, the subject was located in San Bernardino County by game wardens with the California Department of Fish and Wildlife. After a shootout, the subject fled to a nearby cabin and became engaged in a prolonged shootout with members of the San Bernardino County Sheriff's Department. Detective Jeremiah MacKay was fatally wounded, and another was seriously wounded. The subject committed suicide after the cabin he was barricaded in became engulfed in flames. Officer Crain was a U.S. Marine Corps veteran and had served with the Riverside Police Department for 11 years. He is survived by his wife, son, and daughter.",34,11 years,1226,Gunfire,"Thursday, February 7, 2013",Cause: Gunfire Weapon: Gun; Unknown type Offender: Committed suicide,Michael Crain,100.0
https://www.odmp.org/officer/21673-detective-jeremiah-alan-mackay,Detective Jeremiah Alan MacKay,"Detective Jeremiah MacKay was shot and killed as he and other deputies attempted to apprehend the suspect wanted for murdering Police Officer Michael Crain, of the Riverside Police Department, and Public Safety Officer Keith Lawrence, of the University of Southern California Department of Public Safety. After murdering Officer Crain, the subject fled to the Big Bear area of San Bernardino County where he remained at large for several days. On February 12th, the subject broke into a cabin and tied the occupants up before stealing their truck. The victims were able to free themselves and called 911 to report the incident. A short time later game wardens with the California Department of Fish and Wildlife spotted the truck near the intersection of Glass Road and Highway 38. After a vehicle-to-vehicle shootout, the subject fled into the woods and barricaded himself inside a cabin, which was immediately surrounded by law enforcement officers as the SWAT team responded to the area. Hundreds of rounds were exchanged during a prolonged shootout in which Detective MacKay and another deputy were both wounded. Both deputies were flown to Loma Linda University Hospital where Detective MacKay succumbed to his wounds. The subject committed suicide after the cabin he was barricaded in became engulfed in flames. Detective Mackay had served with the San Bernardino County Sheriff's Department for 15 years and was assigned to the Yucaipa Station. Detective Mackay was posthumously awarded the medal of valor on April 17,2014. He is survived by his wife and two children.",35,15 years,Not available,Gunfire,"Tuesday, February 12, 2013",Cause: Gunfire Weapon: Gun; Unknown type Offender: Committed suicide,Jeremiah Mackay,100.0
https://www.odmp.org/officer/21763-sergeant-gilbert-cortez,Sergeant Gilbert Cortez,"Sergeant Gilbert Cortez and K9 Mattie were killed in an automobile accident Route 79, near San Felipe Road, in San Diego County. Sergeant Cortez was part of a convoy of state corrections K9 officers who were en route to inspect the La Cima Fire Camp in a rural part of the county. His marked vehicle veered off the roadway and overturned, killing K9 Mattie. Sergeant Cotez was transported to a local fire station but died before a helicopter could reach him. Sergeant Cortez had served with the California Department of Corrections and Rehabilitation for 23 years and was assigned to the Southern Regional K-9 Unit. He is survived by his wife, two children, and parents.",46,23 years,Not available,Automobile crash,"Monday, March 25, 2013",Cause: Automobile crash,Gilbert Cortez,100.0
https://www.odmp.org/officer/2184-officer-michael-allen-brandt,Officer Michael Allen Brandt,"Officer Michael Brandt was killed in an automobile crash while chasing a suspected drunk driver on California State Route 74 near Palm Desert. During the pursuit, Officer Brandt's vehicle went over a 15-foot embankment and overturned. The vehicle he was chasing was found 150 feet down the side of a mountain, with the driver and two children being ejected. The driver was originally charged with felony DUI, felony manslaughter, and child endangerment. He pleaded guilty to child endangerment, two counts of drunken driving, and causing injury to others and was given a maximum sentence of six years. Officer Brandt had been with the California Highway Patrol for eight years. He was survived by his wife, two daughters, and parents.",35,8 years,9483,Vehicle pursuit,"Monday, April 6, 1987",Cause: Vehicle pursuit Weapon: Automobile Offender: Six years in prison,Michael Allen Brandt,100.0
https://www.odmp.org/officer/21919-detective-sergeant-thomas-a-smith-jr,"Detective Sergeant Thomas A. Smith, Jr","Detective Sergeant Tommy Smith was accidentally shot and killed by another officer while conducting a probation check and warrant service at an apartment on Dougherty Road in Dublin at approximately 1:00 pm. The subject they were searching for was wanted for several robberies on BART property. The officers conducting the check had made a forced entry into the apartment when a round was discharged, striking Sergeant Smith. He was transported to Eden Medical Center where he succumbed to the wound. The subject wanted in the initial search had already been taken into custody by another agency prior to the start of the search. Sergeant Smith had served with the Bay Area Rapid Transit (BART) Police Department for 20 years. He is survived by his wife, who also serves with the department and his 6-year-old daughter.",42,20 years,34,Gunfire (Inadvertent),"Tuesday, January 21, 2014",Cause: Gunfire (Inadvertent),Thomas A Smith,92.85714285714286
https://www.odmp.org/officer/21943-officer-brian-mitchio-law,Officer Brian Mitchio Law,"Officer Brian Law and Officer Juan Gonzalez were killed in a single-vehicle crash while responding to a traffic collision on Highway 99, near Bethel Avenue, in Kingsburg at approximately 6:00 am. Both officers were riding in the same cruiser responding to the collision, which had been incorrectly reported in the northbound lanes of Highway 99. As they approached the scene, they came upon the crash in the southbound lanes with one of the victims in their travel lane. The patrol car swerved in an attempt to avoid striking the victim, struck the guardrail, and overturned. They both suffered fatal injuries in the crash. Officer Law was a United States Marine Corps veteran and had served with the California Highway Patrol for six years. He is survived by his wife, son, daughter, stepdaughter, mother, father, and sister.",34,6 years,18896,Automobile crash,"Monday, February 17, 2014",Cause: Automobile crash,Brian Law,100.0
https://www.odmp.org/officer/21944-officer-juan-jaime-gonzalez,Officer Juan Jaime Gonzalez,"Officer Juan Gonzalez and Officer Brian Law were killed in a single-vehicle crash while responding to a traffic collision call on Highway 99, near Bethel Avenue, in Kingsburg, at approximately 6:00 am. Both officers were riding in the same cruiser responding to the collision, which had been incorrectly reported in the northbound lanes of Highway 99. As they approached the scene, they came upon the crash in the southbound lanes with one of the victims in their travel lane. The patrol car swerved in an attempt to avoid striking the victim, struck the guardrail, and overturned. They both suffered fatal injuries in the crash. Officer Gonzalez had served with the California Highway Patrol for six years. He was survived by his father, mother, brother, sister, and long-time girldfriend.",33,6 years,18935,Automobile crash,"Monday, February 17, 2014",Cause: Automobile crash,Juan Gonzalez,100.0
https://www.odmp.org/officer/22047-deputy-sheriff-ricky-paul-del-fiorentino,Deputy Sheriff Ricky Paul Del Fiorentino,"Deputy Sheriff Ricky Del Fiorentino was shot and killed while searching for a subject who had abducted two people in Oregon earlier in the day and then shot at a store owner near Leggett, California. Officers from multiple agencies were searching the area when Deputy Del Fiorentino came across the subject's car on a dirt road in the town of Cleone, near MacKerricher State Park. The subject opened fire on Deputy Del Fiorentino from ambush, firing multiple rounds and fatally wounding him before he had a chance to exit his vehicle. A Fort Bragg police officer who was nearby and heard the gunfire responded to the scene to discover the subject going through Deputy Del Fiorentino's patrol car. The officer exchanged shots with the subject and struck him in the leg, causing a fatal wound. Deputy Del Fiorentino had served with the Mendocino County Sheriff's Office and Fort Bragg Police Department for a total of 26 years.",48,26 years,Not available,Gunfire,"Wednesday, March 19, 2014",Cause: Gunfire Weapon: Rifle Offender: Shot and killed,Ricky Del Fiorentino,100.0
https://www.odmp.org/officer/22068-police-officer-ii-roberto-carlos-sanchez,Police Officer II Roberto Carlos Sanchez,"Police Officer II Roberto Sanchez was killed when his patrol car was intentionally rammed by a vehicle while attempting to make a traffic stop. Officer Sanchez and his partner were in the Harbor City section of the city and were following a vehicle on Anaheim Street, attempting to conduct a traffic stop. The vehicle they were attempting to stop made a sudden U-turn at President Avenue. As the patrol car also made the U-turn a SUV that had been following the patrol car rammed it at a high rate of speed. The two occupants of the SUV fled on foot. Both officers were trapped in the vehicle and Officer Sanchez's partner was unable to reach his radio to call for assistance. He then utilized his mobile phone and called 911. Both officers were removed from the vehicle by responding emergency units. They were taken to a local hospital where Officer Sanchez died from his injuries. The driver of the SUV fled the scene on foot but was apprehended a short time later and charged with murder, vehicular manslaughter with gross negligence, assault on a peace officer and leaving the scene of the accident. On October 18, 2018, the driver was convicted of second degree murder and sentenced to life. Officer Sanchez had served with the Los Angeles Police Department for six years. He was survived by his wife.",32,6 years,39618,Vehicular assault,"Saturday, May 3, 2014",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to life,Roberto C Sanchez,93.75
https://www.odmp.org/officer/22251-deputy-sheriff-danny-paul-oliver,Deputy Sheriff Danny Paul Oliver,"Deputy Sheriff Danny Oliver was shot and killed as he and another deputy investigated a suspicious vehicle in the parking lot of a motel in the 2000 block of Arden Way. A male occupant of the vehicle opened fire on the deputies with a 9mm handgun, striking Deputy Oliver in the forehead. The man and a female occupant then fled in the car as his partner returned fire. A short distance away, the male shot a civilian when they attempted to carjack a vehicle. They then carjacked two other vehicles as they continued fleeing the area. After carjacking the second vehicle, the pair fled up I-80 to Auburn, where they exited the highway and stopped on the side of the road. They were spotted by Investigator Michael Davis of the Placer County Sheriff's Department and his partner. As the two officers approached the vehicle, the man opened fire, striking both deputies. Investigator Davis succumbed to his wounds at a local hospital. The female was arrested at the scene, while the male subject was arrested several hours later after barricading himself inside a nearby home. In 2018, the subject, who was a convicted narcotics dealer and had been deported twice, was sentenced to death. Deputy Oliver had served with the Sacramento County Sheriff's Department for 15 years. He is survived by his wife and two daughters. Patriot Park, located at 6827 Palm Avenue in Fair Oaks, has a Wall of Honor in the back area of the park. Deputy Sheriff Danny Oliver is one of several DSA members featured on this wall.",47,15 years,714,Gunfire,"Friday, October 24, 2014",Cause: Gunfire Weapon: Handgun; 9 mm Offender: Sentenced to death,Danny P Oliver,92.3076923076923
https://www.odmp.org/officer/22255-deputy-sheriff-yevhen-eugene-kostiuchenko,"Deputy Sheriff Yevhen ""Eugene"" Kostiuchenko","Deputy Sheriff Eugene Kostiuchenko was struck and killed by a drunk driver on the Ventura Freeway, near Lewis Road while conducting a traffic stop. He was returning to his vehicle at the completion of the stop when the drunk driver struck him and then fled the scene. Two other deputies witnessed the collision. The drunk driver fled the scene but crashed his vehicle a short distance away. Other deputies took the man into custody at the scene of the second crash. He was arrested and charged with felony DUI and felony hit and run, with additional charges pending. In November 2016, he was sentenced to 15 years to life in prison plus an additional three years. Deputy Kostiuchenko had served in the Ukrainian military and served with the Ventura County Sheriff's Office for 11 years. He is survived by his wife and stepchild.",41,11 years,Not available,Vehicular assault,"Tuesday, October 28, 2014",Cause: Vehicular assault Weapon: Automobile; Alcohol involved Offender: Sentenced to 15+ years,Yevhen Eugene Kostiuchenko,92.3076923076923
https://www.odmp.org/officer/22340-sergeant-darrell-keith-lee,Sergeant Darrell Keith Lee,"Sergeant Darrell Lee suffered a fatal heart attack as the result of being assaulted three months earlier. He was assisting in the arrest of a violent arson suspect at a warehouse along the railroad tracks between Palm Avenue and 2nd Street when he was punched in the chest. The metal pin on his badge punctured his chest and injured his heart, causing him to suffer a major heart attack. While on medical leave he suffered a second heart attack and passed away on July 24th, 1970. The subject who assaulted him was charged with battery with injuries to a peace officer. Sergeant Lee had served with the Rialto Police Department for 12 years. He was survived by his wife, three children, mother, and two siblings.",38,12 years,Not available,Assault,"Friday, July 24, 1970","Cause: Assault Incident Date: Monday, April 6, 1970 Weapon: Person Offender: Arrested",Darrell Keith Lee,100.0
https://www.odmp.org/officer/22547-sergeant-scott-paul-lunger,Sergeant Scott Paul Lunger,"Sergeant Scott Lunger was shot and killed while conducting a traffic stop near the intersection of Myrtle and Lyon Streets at approximately 3:15 am. Sergeant Lunger observed a vehicle being operated erratically. He conducted a vehicle stop with the assistance of a second unit.  As Sergeant Lunger and the officer approached the vehicle, an occupant opened fire, killing the Sergeant. The other officer on the scene returned fire as the vehicle fled. The subject's vehicle was found abandoned a short time later. The wounded subject was located and taken into custody. On May 14th, 2022, the suspect was sentenced to 50 years to life in prison. Sergeant Lunger had served with the Hayward Police Department for 15 years. He is survived by his two daughters.",48,15 years,106,Gunfire,"Wednesday, July 22, 2015",Cause: Gunfire Weapon: Gun; Unknown type Offender: 50 years to life,Scott Lunger,100.0
https://www.odmp.org/officer/22751-deputy-sheriff-scott-alfred-ballantyne,Deputy Sheriff Scott Alfred Ballantyne,"Deputy Sheriff Scott Ballantyne and Mr. James Chavez, a civilian pilot, were killed in an airplane crash near Lake Success at approximately 4:15 pm. The aircraft was assisting deputies on the ground search for a subject wanted for brandishing a firearm. It was preparing to leave the area after the suspect was arrested when it suddenly lost altitude and crashed into a mountain in the area of Route 190 in Springville. Deputy Ballantyne and Mr. Chavez were the only two occupants of the CTLE ultralight. Deputy Ballantyne had served with the Tulare County Sheriff's Office for 27 years. He is survived by his mother and sister.",52,27 years,189,Aircraft accident,"Wednesday, February 10, 2016",Cause: Aircraft accident,Scott Ballantyne,100.0
https://www.odmp.org/officer/22990-police-officer-lesley-marie-zerebny,Police Officer Lesley Marie Zerebny,"Police Officer Lesley Zerebny and Police Officer Gil Vega were shot and killed while responding to a domestic disturbance call in the 2700 block of Cypress Road shortly after noon. A family member from the home had gone to a neighbor's house and stated that his son was armed and wanted to shoot police officers. Responding officers, including Officer Vega and Officer Zerebny, arrived at the scene several minutes later. The man inside the home opened fire on them as they approached the front door, killing Officer Vega and Officer Zerebny and wounding a third officer. The man then barricaded himself inside the home for approximately 12 hours. He was taken into custody by members of the Riverside County Sheriff's Office SWAT team. The subject was an admitted gang member. In May 2019 the subject was convicted of capital murder with the jury recommending the death penalty. Officer Zerebny had served with the Palm Springs Police Department for 18 months. She was survived by her husband, who also serves in law enforcement, and 4-month-old child.",27,"1 year, 6 months",P-524,Gunfire,"Saturday, October 8, 2016",Cause: Gunfire Weapon: Rifle; AR-15 Offender: Convicted of capital murder,Lesley Zerebny,100.0
https://www.odmp.org/officer/22998-deputy-sheriff-jack-lanceson-hopkins,Deputy Sheriff Jack Lanceson Hopkins,"Deputy Sheriff Jack Hopkins was shot and killed while responding to a disturbance call near the intersection of County Road 115 and County Road 170 at approximately 10:30 am. Other responding officers took the subject into custody approximately 30 minutes later. The subject was found guilty of murder and sentenced to life in prison. Deputy Hopkins had served with the Modoc County Sheriff's Office for approximately one year and had previously served with the Alturas Police Department. He was survived by his sister. niece, and nephew.",31,2 years,111,Gunfire,"Wednesday, October 19, 2016",Cause: Gunfire Weapon: Gun; Unknown type Offender: Life in prison,Jack Hopkins,100.0
https://www.odmp.org/officer/23025-deputy-sheriff-dennis-randall-wallace,Deputy Sheriff Dennis Randall Wallace,"Deputy Sheriff Dennis Wallace was shot and killed at Fox Grove Park in Hughson while investigating a suspicious vehicle. He requested a backup officer after dispatchers alerted him that the vehicle was stolen. When the second deputy arrived, he discovered Deputy Wallace suffering two gunshot wounds to the head. It was quickly determined that he was shot in the head at point-blank range. The suspect fled the scene in the stolen car before carjacking a second vehicle. The man was taken into custody by members of the Lindsay Police Department later in the day after attempting to steal a woman's purse. The suspect was found guilty of first-degree murder in March 2021 and sentenced 45 years to life. Deputy Wallace had served with the Stanislaus County Sheriff's Department for 20 years. He is survived by his wife.",53,20 years,61,Gunfire,"Sunday, November 13, 2016",Cause: Gunfire Weapon: Gun; Unknown type Offender: 45 years to life,Dennis Wallace,100.0
https://www.odmp.org/officer/23122-police-officer-keith-wayne-boyer,Police Officer Keith Wayne Boyer,"Police Officer Keith Boyer was shot and killed as he and another officer investigated an accident near the intersection of Colima Road and Mar Vista Street. Unbeknownst to the officers, the vehicle that caused the crash was stolen and being driven by a gang member who had just been paroled. The parolee had just committed another murder hours earlier. As Officer Boyer attempted to conduct a pat down on the subject, the man suddenly pulled a handgun from his waistband and opened fire. Officer Boyer was killed and a second officer was wounded. Despite the wounds, the officers returned fire and wounded the subject. Officer Boyer was transported to a local hospital where he succumbed to his wounds. Officer Boyer had served with the Whittier Police Department for 27 years and was preparing to retire. He is survived by three adult children, mother, and stepfather.",53,27 years,249,Gunfire,"Monday, February 20, 2017",Cause: Gunfire Weapon: Handgun Offender: Shot and wounded,Keith Boyer,100.0
https://www.odmp.org/officer/23123-officer-lucas-forrest-chellew,Officer Lucas Forrest Chellew,"Officer Lucas Chellew was killed in a motorcycle crash near the intersection of Stockton Boulevard and Fruitridge Road, in Sacramento, while pursuing another motorcycle. Officer Chellew's motorcycle crashed during the pursuit. The motorcyclist he was pursuing fled the scene but was arrested the following week. He was charged evading an officer leading to his death and grand larceny for stealing the motorcycle he was driving. Officer Chellew was a U.S. Army veteran. He had served with the California Highway Patrol for eight years and was assigned to the South Sacramento Area Office. He is survived by his wife, daughter, son, parents and sister. His father was a retired CHP officer and his sister also serves with the agency.",31,8 years,19402,Vehicle pursuit,"Wednesday, February 22, 2017",Cause: Vehicle pursuit Weapon: Automobile Offender: In custody,Lucas F Chellew,92.85714285714286
https://www.odmp.org/officer/23378-deputy-sheriff-robert-paul-rumfelt,Deputy Sheriff Robert Paul Rumfelt,"Deputy Sheriff Rob Rumfelt suffered a fatal heart attack after responding to a fight call involving approximately five people in the 900 block of Boggs Lane, in Lakeport, at approximately 8:00 pm. One of the subjects resisted arrest and was subsequently tased before being taken into custody. As Deputy Rumfelt drove away from the scene after the arrest he suffered a medical emergency, causing his patrol car to leave the roadway and strike a tree approximately a half-mile away. He was transported to Sutter Lakeside Hospital where he passed away. Deputy Rumfelt was a United States Marine Corps veteran. He had served with the Lake County Sheriff's Office for three years and had previously served with the Lakeport Police Department for nine years. He is survived by his wife, two daughters, grandchildren, sister, mother, and father.",50,12 years,453,Heart attack,"Tuesday, August 22, 2017",Cause: Heart attack Weapon: Person Offender: Arrested,Robert Rumfelt,100.0
https://www.odmp.org/officer/23746-officer-kirk-anthony-griess,Officer Kirk Anthony Griess,"Officer Kirk Griess was struck and killed by a vehicle while conducting a traffic stop on I-80, near Manuel Campos Parkway, in Solano. Another vehicle entered the area and struck both Officer Griess and the vehicle he had stopped. Officer Griess and the driver of the stopped car were both killed. The driver of the car that struck them was on the cell phone at the time of the incident and was charged with felony gross vehicular manslaughter and reckless driving causing fatal injuries. In October 2021, the driver was sentenced to one year in jail, one year of probation, and 150 hours of community service when charges were reduced with a plea deal. Officer Griess was a U.S. Marine Corps veteran and had served with the California Highway Patrol for 19 years. He is survived by his wife, two daughters, and son. In August 2019, I-505 was renamed CHP Officer Kirk Griess Memorial Highway, between Vaca Valley Pkwy and I-80.",46,19 years,15810,Struck by vehicle,"Friday, August 10, 2018",Cause: Struck by vehicle,Kirk Griess,100.0
https://www.odmp.org/officer/23870-corporal-ronil-singh,Corporal Ronil Singh,"Corporal Ron Singh was shot and killed while conducting a vehicle stop at the intersection of Merced Street and Eucalyptus Avenue shortly before 1:00 am. Approximately three minutes after initiating the stop he radioed dispatch that shots had been fired. Responding officers found Corporal Singh at the scene suffering from multiple gunshot wounds. He was transported to a local hospital where he succumbed to his wounds. The subject he stopped, an illegal immigrant with a gang affiliation, fled the scene. He was arrested in Bakersfield, California two days later while attempting to flee back to Mexico. The suspect had a pending warrant for failure to appear in court for other charges. In 2020, the suspect took a plea deal of life without parole. Corporal Singh had served with the Newman Police Department for seven years. He had previously served with the Merced County Sheriff’s Office and the Turlock Police Department. He is survived by his wife and son.",33,12 years,282,Gunfire,"Wednesday, December 26, 2018",Cause: Gunfire Weapon: Gun; Unknown type Offender: Life without parole,Ronil Singh,100.0
https://www.odmp.org/officer/23891-police-officer-natalie-becky-corona,Police Officer Natalie Becky Corona,"Police Officer Natalie Corona was shot and killed after responding to a report of a three-car vehicle crash near the intersection of 5th and D streets. As Officer Corona was conducting an investigation at the collision scene, a person not involved with the crash rode up to the scene on a bicycle. As Officer Corona spoke to one of the persons involved in the crash the man then walked up to her and opened fire without warning, striking her. He shot her several more times after she fell to the ground before shooting randomly at others bystanders and vehicles. The subject fled into a nearby home. As responding officers searched for him he emerged from the home wearing body armor, yelled at the officers, and then re-entered the home. He committed suicide moments later. Officer Corona was transported to UC Davis Medical Center, where she died from her wounds. Officer Corona started her career with the Davis Police Department in 2016 as a part-time volunteer Community Service Officer. In 2018 she attended the police academy, graduating in July 2018. She completed her field training three weeks prior to the incident. She is survived by her parents and three younger sisters. Her father had recently retired from the Colusa County Sheriff's Office.",22,5 months,224,Gunfire,"Thursday, January 10, 2019",Cause: Gunfire Weapon: Handgun Offender: Committed suicide,Natalie Corona,100.0
https://www.odmp.org/officer/24081-sergeant-steven-lawrence-licon,Sergeant Steven Lawrence Licon,"Sergeant Steve Licon was struck and killed by a vehicle while conducting a traffic stop on I-15, between Lake Street and Nichols Road, in Lake Elsinore at 4:26 pm. He had stopped the vehicle on the right shoulder and was in the process of taking enforcement action when a reckless driver drove onto the shoulder at a high rate of speed. The driver struck Sergeant Licon, pinning him and his motorcycle against the car he had stopped. Sergeant Licon was transported to a local hospital where he succumbed to his injuries. The suspect who hit him, a convicted DUI offender, as charged with second-degree murder. Sergeant Licon had served with the California Highway Patrol for 28 years. He is survived by his wife, daughter, step-daughter, siblings, and parents.",53,28 years,13348,Struck by vehicle,"Saturday, April 6, 2019",Cause: Struck by vehicle,Steven L Licon,92.3076923076923
https://www.odmp.org/officer/24187-officer-andre-maurice-moye-jr,"Officer Andre Maurice Moye, Jr.","Officer Andre Moye was shot and killed after conducting a traffic stop near the junction of I-215 and Eastridge Avenue in Riverside. As Officer Moye completed paperwork to impound the vehicle the driver retrieved a rifle from it and opened fire. Despite being mortally wounded, Officer Moye was able to radio for assistance. Officers from the California Highway Patrol, Riverside Police Department, and Riverside County Sheriff's Office responded to the scene and engaged the subject in a prolonged shootout. Two other officers were wounded and the subject was killed. The subject who shot him was an active member of an outlaw motorcycle gang and had previously served 10 years in prison for attempted murder. Officer Moye had served with the California Highway Patrol for 3-1/2 years and was assigned to the Riverside Area Office. He is survived by his wife, mother, father, and siblings.",34,"3 years, 5 months",21641,Gunfire,"Monday, August 12, 2019",Cause: Gunfire Weapon: Rifle Offender: Shot and killed,Andre Maurice Moye,100.0
https://www.odmp.org/officer/25280-police-officer-jimmy-arty-inn,Police Officer Jimmy Arty Inn,"Police Officer Jimmy Inn was shot and killed while responding to a domestic violence call in the 4400 block of La Cresta Way. He was approaching the front door of the residence when a man opened fire on him, fatally wounding him. A second officer arriving at the home exchanged gunfire with the subject, who ran back inside of the home. He emerged moments later holding an 8-year-old boy and began to strangle the child. A bystander then tackled the subject who was then shot and killed by the other officer. Officer Inn was transported to a local hospital where he succumbed to his wounds. Officer Inn had served with the Stockton Police Department for six years. He is survived by his wife, 7-month-old son, and two stepchildren. His wife also works for the Stockton Police Department.",30,6 years,2800,Gunfire,"Tuesday, May 11, 2021",Cause: Gunfire Weapon: Gun; Unknown type Offender: Shot and killed,Jimmy Arty Inn,100.0
https://www.odmp.org/officer/25973-police-officer-nicholas-vella,Police Officer Nicholas Vella,"Police Officer Nicholas Vella was killed in a police helicopter crash at about 6:30 pm. He and another officer were responding to provide aerial support to the Newport Beach Police Department at the scene of a fight call. The helicopter lost altitude and crashed into Newport Bay, near 18th Street. Officer Vella and his partner were both pulled from the helicopter and transported to a local hospital where he succumbed to his injuries. Officer Vella had served with the Huntington Beach Police Department for 14 years and had previously served with the Laguna Beach Police Department for two years. He is survived by his wife and daughter.",44,16 years,2120,Aircraft accident,"Saturday, February 19, 2022",Cause: Aircraft accident,Nicholas Vella,100.0
https://www.odmp.org/officer/26544-deputy-sheriff-isaiah-cordero,Deputy Sheriff Isaiah Cordero,"Deputy Sheriff Isaiah Cordero was shot and killed while making a traffic stop in the 3900 block of Golden West Avenue in the Jurupa Valley area. Deputy Cordero was approaching the vehicle he had stopped when the driver pulled out a gun and opened fire on him, fatally wounding him. A citizen who witnessed the shooting called 911 and rendered aide until other deputies arrived. The subject fled the scene and then led officers on a vehicle pursuit that spanned multiple counties. The subject's vehicle became disabled, and he was then shot and killed after he opened fire on officers. The man had an extensive criminal history and had stabbed a California Highway Patrol canine in 2021. At the time of Deputy Cordero's murder, the man was out on bail even after having been arrested for failing to appear while awaiting a mandatory 25-years to life sentence for the incident in which he stabbed the canine. Deputy Cordero had served with the Riverside County Sheriff's Department for 8-1/2 years and was assigned to the Motor Unit. He is survived by his parents and stepbrother.",32,"8 years, 6 months",5662,Gunfire,"Thursday, December 29, 2022",Cause: Gunfire Weapon: Gun; Unknown type Offender: Shot and killed,Isaiah A Cordero,93.33333333333333
https://www.odmp.org/officer/3333-detective-monty-lewis-conley,Detective Monty Lewis Conley,"Detective Monty Conley and Detective Joe Landin were killed when their vehicle was broadsided by another vehicle that ran a stop sign on Avenue 120 in Pixley,  California. At 12:40 p.m., the undercover detectives were returning to the sheriff's office headquarters after participating in a narcotics investigation and heading east on Avenue 120. After exiting Highway 99, the driver of a car failed to stop and hit the officers' unmarked patrol car. The force of the impact pushed the patrol car off the road, flinging the car airborne and causing it to roll down the highway embankment. When their vehicle stopped, both Detective Conley and Detective Landin were trapped under their car. They died at the scene. The driver of the vehicle that struck them was convicted of vehicular manslaughter with gross negligence and sentenced to five years. Detective Conley had served with the Tulare County Sheriff's Office for 12 years and previously served with the Woodlake Police Department. He was survived by his wife, son, and father.",33,13 years,13,Automobile crash,"Monday, August 5, 1985",Cause: Automobile crash,Monty L Conley,92.3076923076923
https://www.odmp.org/officer/3961-deputy-sheriff-merrit-wayne-deeds,Deputy Sheriff Merrit Wayne Deeds,"Deputy Merrit Deeds was shot and killed when he stopped to help what he thought was a stranded motorist. Deputy Deeds stopped to assist what he believed was a stranded motorist parked at the edge of Highway 116 approximately a quarter mile east of Highway 1 near Jenner. Unknown to Deputy Deeds, the driver, a wanted parolee who had served time in state prison for child molestation, had pulled to the side of the road to molest two 15-year-old hitchhikers that he and two male companions had picked up earlier. After making contact with driver and obtaining his drivers license, Deputy Deeds started to walk back to his patrol car to check him for warrants, still unaware of what had been transpiring.  At that time the driver, knowing that he was a wanted felon, reached for the semi-automatic pistol, and the two 15-year old boys escaped from the car. As they ran into a field they yelled to Deputy Deeds that the suspects had a gun, but the driver was able to force Deputy Deeds into the back of the suspect vehicle. During the struggle, Rex Nance, an off-duty reserve deputy sheriff, drove by and saw what was happening and stopped to aid Deputy Deeds. As he approached Deputy Deeds’ location, the driver shot Deputy Deeds in the face and then turned the weapon on Reserve Deputy Nance and shot him numerous times. The driver then delivered a final shot to Deputy Deeds’ neck, took Deputy Deeds’ revolver and the suspects fled the area in their vehicle. Even though grievously wounded from several gunshot wounds, from which he would later recover, Reserve Deputy Nance made his way to the patrol car and radioed what had happened and the last known direction of travel for the suspect vehicle. The three suspects, 19, 21, and 39, were taken into custody without incident later that same night on Barnett Valley Road just south of Bodega Highway between Freestone and Sebastopol. The driver/shooter was convicted of first-degree murder of a peace officer and his accomplices were convicted of being accessories to murder. On May 18, 1976, the driver/shooter, 39, was sentenced to a death sentence, later commuted to life sentence. His accomplices received lesser sentences and were released a year later. Deputy Deeds had been with the agency for three months before he was killed. Prior to that, he had served as a State Trooper for the State of Alaska for three years. He was survived by his wife and two daughters and is buried at Shiloh Cemetery in Windsor. To honor Deputy Deeds, a scholarship was started in his name at Santa Rosa Junior College for deserving criminal justice students.",32,3 months,Not available,Gunfire,"Saturday, August 23, 1975",Cause: Gunfire Weapon: Handgun; .380 caliber Offender: Sentenced to life,Merrit W Deeds,92.3076923076923
