source_url,name,bio,age,tour,badge,cause,end_of_watch,incident_details,matched_input_name,fuzzy_score
https://www.odmp.org/officer/15748-police-officer-richard-eugene-perkins,Police Officer Richard Eugene Perkins,"Officer Richard Perkins was killed in an automobile accident while attempting to assist a deputy from a neighboring agency stop a suspected drunk driver. He was traveling on Highway 395 and was attempting to make a U-turn when his vehicle was rear-ended by a tractor-trailer. Officer Perkins was a United States Army veteran and had served with the Bishop Police Department for 11 years, and had previously worked for two other agencies.",51,11 years,912,Automobile crash,"Wednesday, August 15, 2001",Cause: Automobile crash,Richard Perkins,100.0
https://www.odmp.org/officer/15753-deputy-sheriff-erik-jon-telen,Deputy Sheriff Erik Jon Telen,"Deputy Sheriff Erik Telen was shot and killed investigating a burglary call at a home near Dunlap at approximately 7:00 pm. Neighbors of the home had called deputies after they were confronted by a suspicious man who threatened them and then walked towards the house. Contact was made with relatives of the home's owner who stated the owners were out of town. When the deputies arrived they located an open window. They entered the house in an attempt to locate the suspect and as they entered a hallway, the heavily armed suspect opened fire, fatally wounding Deputy Telen. The second deputy retreated and called for backup. Responding deputies were able to get Deputy Telen out of the home and transport him to a local hospital where he succumbed to his injuries. The suspect was apprehended after a five-hour standoff. The suspect was sentenced to life in prison on October 20, 2008. Deputy Telen had served with the Fresno County Sheriff's Office for 18 months and had previously served three years with the Ontario, California, Police Department. He was survived by his expectant wife and two young daughters. Deputy Telen's son was born on October 1st, 2001, and named after his father.",26,"4 years, 6 months",7647,Gunfire,"Tuesday, August 21, 2001",Cause: Gunfire Weapon: Shotgun; 12 gauge Offender: Sentenced to life,Erik Jon Telen,100.0
https://www.odmp.org/officer/16279-deputy-sheriff-dennis-earl-phelps,Deputy Sheriff Dennis Earl Phelps,"Deputy Sheriff Dennis Phelps was shot and killed after stopping a vehicle at 11:44 pm that had been involved in a shooting 10 minutes earlier. Radio contact was lost after he advised dispatch of the stop at Shepherd east of Locan in Clovis. A responding Clovis Police Officer found Deputy Phelps on the ground, and his gun, radio, and patrol car had been stolen by the suspect. Deputy Phelps was flown to a local hospital, where he succumbed to his wounds. Another deputy located the subject driving the patrol car and began to pursue it. The man opened fire and shot out the responding deputy's windows, injuring him. The subject crashed the car and fled on foot. He remained at large during an extensive manhunt involving over 165 officers from 12 agencies. On the third day of the search, the man fired at a department helicopter, striking its rotor blade. On May 25th, 2002, the man was shot and killed when he was surrounded and exited a trailer while carrying Deputy Phelps' rifle and refused to surrender in the Prather area of Fresno County. Deputy Phelps served with the Fresno County Sheriff's Office for three years and had served in law enforcement since the early 1980s. He had completed training as a patrol deputy one week prior to the shooting. He is survived by his wife, daughter, son, parents, and sister.",47,6 years,445,Gunfire,"Monday, May 20, 2002","Cause: Gunfire Incident Date: Sunday, May 19, 2002 Weapon: Gun; Unknown type Offender: Shot and killed",Dennis E Phelps,92.85714285714286
https://www.odmp.org/officer/16293-officer-john-pedro,Officer John Pedro,"Officer John Pedro was killed in an automobile accident in Santa Cruz County while attempting to stop a vehicle at 6:59 am. Officer Pedro, who had only been on duty for 14 minutes, turned on his emergency lights and accelerated onto an exit ramp from Highway 1 near Watsonville. As he did so, his patrol car went out of control and overturned several times before striking a tree. Officer Pedro was a U.S. Army veteran and had served with the California Highway Patrol for 13 years. He is survived by his wife, also a California Highway Patrol officer, and 2-year-old daughter. In June 2005, a stretch of Highway 1 between Harkins Slough Road and the Pajaro River Bridge was renamed the John Pedro Memorial Freeway.",36,13 years,12918,Automobile crash,"Monday, June 3, 2002",Cause: Automobile crash,John Pedro,100.0
https://www.odmp.org/officer/16457-police-officer-david-frank-mobilio,Police Officer David Frank Mobilio,"Officer David Mobilio was shot and killed from ambush when he stopped at the department's fueling station between 1:30 am and 2:00 am. He was shot two times by a suspect as he got out of his patrol car. Fellow officers began looking for Officer Mobilio when he failed to answer radio calls. They located his body next to his patrol car with his gun nearby. It is believed he drew his weapon when the confrontation started with the suspect. The suspect was apprehended in Concord, New Hampshire, on November 27, 2002, after authorities learned his location. An email was posted on the internet claiming responsibility for the act, and the identity of the poster was uncovered. The suspect admitted to murdering Officer Mobilio in an effort to protest his perception of police brutality and corporate irresponsibility. On April 5, 2005, the suspect was convicted of murdering Officer Mobilio and was sentenced to death. Officer Mobilio had served with the Red Bluff Police Department for 4 years and served as a patrol and DARE officer. He is survived by his wife and 2-year-old son.",31,4 years,7,Gunfire,"Tuesday, November 19, 2002",Cause: Gunfire Weapon: Gun; Unknown type Offender: Sentenced to death,David F Mobilio,92.85714285714286
https://www.odmp.org/officer/16850-deputy-sheriff-bruce-kevin-lee,Deputy Sheriff Bruce Kevin Lee,"Deputy Bruce Lee was beaten to death with his service baton after responding to a domestic disturbance call on Avenida Velazco Street, in La Quinta, at 09:40 am. The call involved reports of an emotionally disturbed man attempting to break into his parents' home. Deputy Lee became involved in a struggle with the suspect and was beaten. Deputy Lee suffered severe head injuries from the attack. Deputy Lee's backup officer arrived on the scene and found Deputy Lee unconscious. The suspect then began to approach the backup officer with the baton. The suspect refused to drop the baton and was shot and killed. Deputy Lee was transported to Desert Regional Medical Center where he succumbed to his injuries approximately two hours later. Deputy Lee had served with the Riverside County Sheriff's Department for 22 years. He is survived by his wife, parents, and sister.",45,22 years,1088,Assault,"Tuesday, May 13, 2003",Cause: Assault Weapon: Blunt object; Baton Offender: Shot and killed,Bruce Lee,100.0
https://www.odmp.org/officer/16903-detective-i-abiel-abe-barron,"Detective I Abiel ""Abe"" Barron","Detective Abe Barron was killed in an automobile crash when his patrol car was struck head-on by another vehicle on California 138 in San Bernardino County. Detective Barron and his partner were in the area while conducting an investigation. Another vehicle was attempting to pass a tractor-trailer and crossed into the oncoming lane of traffic at 7:30 p.m. Detective Barron was killed instantly, and his partner was critically injured. The driver of the vehicle that struck their car was also injured. He was arrested in the hospital and charged with manslaughter with gross negligence. Detective Barron had served with the Los Angeles Police Department for 19 years and was assigned to the Northeast Division's unsolved murder squad. He is survived by his wife and 13-year-old daughter.",49,19 years,24314,Automobile crash,"Wednesday, June 25, 2003",Cause: Automobile crash,Abiel Barron,100.0
https://www.odmp.org/officer/16932-deputy-sheriff-stephen-douglas-sorensen,Deputy Sheriff Stephen Douglas Sorensen,"Deputy Sheriff Stephen Sorensen was shot and killed after he responded to a trespassing call at approximately 1:30 pm at a rural area off Highway 138 near Llano. After Deputy Sorensen arrived at the scene, a witness reported hearing about six gunshots and called the police. When deputies arrived, they were able to locate Deputy Sorensen's patrol car, but not the deputy. After searching for about an hour, deputies discovered Deputy Sorensen's body. He had been shot six times with a .223 caliber rifle. The suspect had tied his feet together and dragged his body through the desert. Deputies also found chemicals consistent with manufacturing methamphetamine in the immediate area, leading to the theory that Deputy Sorensen had uncovered a meth lab before he was killed. The suspect was located a week later in a house in the Lake Los Angeles area. He admitted to murdering Deputy Sorensen when contacted on his cell phone. When the suspect refused to surrender, deputies attempted to end the standoff by firing tear gas into the house and assaulting the structure with a mechanized battering ram. They were met with gunfire minutes before the house erupted in flames and burned to the ground. The suspect's body was later located inside, along with Deputy Sorensen's gun and radio. Deputy Sorensen was a U.S. Army veteran and had served with the Los Angeles County Sheriff's Office for 12 years. He is survived by his wife and son.",46,12 years,Not available,Gunfire,"Saturday, August 2, 2003",Cause: Gunfire Weapon: Rifle; .223 caliber Offender: Burned to death,Stephen Sorensen,100.0
https://www.odmp.org/officer/17031-officer-dean-edward-beattie,Officer Dean Edward Beattie,"Officer Dean Beattie was killed while attempting to pass a slow-moving truck on Route 163, near I-8, in San Diego County at about 12:55 pm. He had been following the truck when he activated his emergency lights. He accelerated to approximately 60 mph and attempted to pass it on the right-hand shoulder. His BMW patrol motorcycle struck the truck near the right-hand wheel well and he was thrown to the ground. Since Officer Beattie did not make radio contact prior to the accident, it was not known why he activated his emergency equipment. He was transported to Sharp Memorial Hospital where he succumbed to his injuries a short time later. Officer Beattie was a U.S. Marine Corps veteran and had served with the California Highway Patrol for 24 years. He is survived by his wife, six children, his parents, two brothers, and a sister.",46,24 years,9490,Motorcycle crash,"Wednesday, November 19, 2003",Cause: Motorcycle crash,Dean E Beattie,92.3076923076923
https://www.odmp.org/officer/17281-police-officer-stephan-gene-gray,Police Officer Stephan Gene Gray,"Police Officer Stephan Gray was shot and killed while conducting a traffic stop near the intersection of East 19th Street and Glen Avenue at approximately 7:30 pm. As Officer Gray attempted to get information from a passenger of the vehicle, the passenger resisted, and a struggle ensued. The suspect was able to break free, and a short foot chase began. After several yards, the suspect turned and opened fire on Officer Gray, striking him twice. Officer Gray was transported to Mercy Community Campus Hospital where he was pronounced dead. The shooter fled but was arrested 17 days later. He was convicted of the murder in 2007 and sentenced to death. Officer Gray's great-great-grandfather, City Marshal W. R. Shaver, was shot and killed in the line of duty on August 14th, 1905, while serving with the Boley Police Department, Oklahoma. Officer Gray had served with the Merced Police Department for seven years and was assigned to the Special Operations Unit to combat narcotics and gangs. He is survived by his wife, son, and two daughters.",34,7 years,106,Gunfire,"Thursday, April 15, 2004",Cause: Gunfire Weapon: Handgun Offender: Sentenced to death,Stephan Gene Gray,100.0
https://www.odmp.org/officer/17288-officer-thomas-joel-steiner,Officer Thomas Joel Steiner,"Officer Thomas Steiner was shot and killed while standing in front of the Pomona Courthouse after testifying in five traffic citation-related cases. Officer Steiner was shot three times, including once in the head, in an unprovoked attack by a 16-year-old suspect intent on killing a police officer. Officer Steiner was walking across the street in front of the courthouse and paused to stop for traffic. As he stood in the street the suspect drove by and opened fire at Officer Steiner, striking him numerous times. Officer Steiner was transported to a local hospital where he died five hours later. The killer was apprehended several hours later by members of the Pomona Police Department. He was charged with murder. He later pled guilty and was sentenced to life in prison without the possibility of parole. He received an additional 25-year-to-life sentence for using a firearm. It was later discovered that the suspect shot Officer Steiner in an attempt to gain the respect of members of a Los Angeles gang. Fifty-seven members of that gang were arrested after a year-long investigation and charged with conspiracy in relation to the murder of Officer Steiner. Officer Steiner had served with the California Highway Patrol for five years and was assigned to the Santa Fe Springs area. He is survived by his wife, son, and stepson.",35,5 years,15729,Gunfire,"Wednesday, April 21, 2004",Cause: Gunfire Weapon: Gun; Unknown type Offender: Sentenced to life without parole,Thomas J Steiner,93.33333333333333
https://www.odmp.org/officer/17342-officer-james-m-goodman,Officer James M. Goodman,"Officer James Goodman was killed when his motorcycle collided head-on with a minivan as he was pursuing a suspect involved in an earlier accident in Redlands. The collision occurred when Officer Goodman entered the intersection at Lugonia Avenue and Nevada Street during the pursuit. He was transported to Loma Linda University Medical Center where he succumbed to his injuries a short time later. The driver of the vehicle Officer Goodman was pursuing continued to flee and remains at large. Officer Goodman was a United States Army veteran and had served with the California Highway Patrol for 20 years. He is survived by his wife, two sons, two brothers, and two sisters.",48,20 years,11144,Vehicle pursuit,"Thursday, June 3, 2004",Cause: Vehicle pursuit Weapon: Automobile Offender: At large,James M Goodman,93.33333333333333
https://www.odmp.org/officer/17743-police-officer-tommy-edward-scott,Police Officer Tommy Edward Scott,"Officer Tommy Scott was killed after stopping a suspicious man near Los Angeles International Airport. After the stop was made, a physical confrontation occurred and the suspect wrestled away from Officer Scott. The suspect jumped into the driver's seat of the patrol car, and with Officer Scott struggling to pull him out, sped off at speeds that reached 50 to 60 mph. The suspect then drove the police vehicle onto the sidewalk where Officer Scott was thrown into a fire hydrant and killed instantly. After crashing Officer Scott's patrol car, the suspect carjacked a motorist and sped away. He lost control of the vehicle seconds later and launched up an embankment and over an airfield perimeter fence before landing upside down in an adjacent parking lot. He was then arrested and charged with murder. On November 19, 2009, the suspect was convicted of first degree murder and sentenced to life with no possibility of parole. Officer Scott had served with the Los Angeles International Airport Police Department for 4 years. He is survived by his father, stepmother, and brother.",35,4 years,356,Vehicular assault,"Friday, April 29, 2005",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to life,Tommy Scott,100.0
https://www.odmp.org/officer/17875-officer-david-marin-romero,Officer David Marin Romero,"Officer David Romero was killed when his motorcycle was struck by a vehicle being driven by a driver under the influence of narcotics. Officer Romero was on patrol on his department motorcycle when he stopped for a red light at the corner of Turnbull Canyon Road and Valley Boulevard in the City of Industry.  While waiting at the light, a vehicle approached from behind at a high rate of speed.  Officer Romero noticed that the vehicle was approaching and attempted to gain the attention of the driver by waving his arms and turning on his emergency lights.  The driver was unable to stop and struck the rear of Officer Romero's motorcycle, throwing Officer Romero to the ground.  The vehicle then struck another vehicle. Officer Romero was taken to Los Angeles Medical Center where he died from his injuries. The driver of the vehicle that struck Officer Romero was convicted of second-degree murder and sentenced to 15 years to life in prison. Officer Romero had served with the California Highway Patrol for 23 years and was assigned to the Santa Fe Springs Station. He is survived by his wife, three children, and two stepchildren. He is buried in Rose Hill Memorial Park, Whittier, California.",47,23 years,10116,Vehicular assault,"Friday, September 23, 2005",Cause: Vehicular assault Weapon: Automobile; Narcotics involved Offender: Sentenced to life,David M Romero,92.3076923076923
https://www.odmp.org/officer/17906-deputy-sheriff-daniel-jess-lobo-jr,"Deputy Sheriff Daniel Jess Lobo, Jr.","Deputy Sheriff Daniel Lobo was killed in a motorcycle crash on Arrow Route in Rancho Cucamonga while responding to the scene of another crash at 3:30 pm. Deputy Lobo was traveling behind another motor officer and a squad car when a vehicle pulled out of a parking lot into their path. All of the responding units had their emergency equipment activated. The first motor officer and the squad car were able to swerve out of the car's path, but Deputy Lobo's motorcycle struck the rear of the vehicle. He was thrown approximately 50 feet as a result of the impact. He was flown to Arrowhead Regional Medical Center, where he succumbed to his injuries approximately one hour later. Deputy Lobo had served with the San Bernardino County Sheriff's Department for 11 years. He is survived by his wife and three daughters.",35,11 years,Not available,Motorcycle crash,"Tuesday, October 11, 2005",Cause: Motorcycle crash,Daniel Jess Lobo,100.0
https://www.odmp.org/officer/18107-lieutenant-michael-elvin-walker,Lieutenant Michael Elvin Walker,"Lieutenant Michael Walker was struck and killed by a vehicle while at the scene of an earlier accident on state Highway 17, just south of Glenwood Drive, in Glenwood. The previous accident occurred when a vehicle lost control on the wet road surface and went into a ditch. Lieutenant Walker, his partner, and a CalTrans employee had responded to the scene to investigate the accident and to help free the vehicle from the ditch. As Lieutenant Walker set out flares another vehicle lost control on the wet road surface and struck the back of the CalTrans truck. The truck was pushed forward and struck Lieutenant Walker. He was transported to a local hospital where he succumbed to his injuries one hour later. A CalTrans employee was also struck and seriously injured by the vehicle. The driver of the vehicle, who was driving too fast for the wet conditions, was killed in the accident. Lieutenant Walker had served with the California Highway Patrol for 24 years. He is survived by his wife and two daughters. On May 30, 2008, exactly 27 years after Lt. Walker was called to attend the CHP Academy, a section of State Route 17 encompassing the accident site was renamed ""CHP Lt. Michael Walker Memorial Highway"".",47,24 years,9919,Struck by vehicle,"Saturday, December 31, 2005",Cause: Struck by vehicle,Michael Elvin Walker,100.0
https://www.odmp.org/officer/18147-officer-earl-harwood-scott,Officer Earl Harwood Scott,"Officer Earl Scott was shot and killed while making a traffic stop Northbound Highway 99 south of Hammett Road in Salida at approximately 4:30 AM. Officer Scott stopped a vehicle that he had observed speeding on northbound Highway 99. Officer Scott approached the vehicle and obtained the registration card from the driver.  As Officer Scott walked back to his patrol car the suspect opened fire, fatally shooting him in the head. A passing motorist, who was also heading north, saw the officer falling to the ground and the suspect's car speeding away. The witness exited the freeway and turned around, returning to the scene where he called authorities on a cell phone.  When backup officers arrived they were able to identify the suspect's car by the registration that was still in Officer Scott's hand. The officers were able to find the suspect by identifying the car. He was arrested and charged with murder, although he claimed that his car was stolen and he hadn't committed the crime.  The suspect had an extensive criminal record, including arrests for robbery and assaulting a police officer. In August 2010 he plead guilty to Officer Scott's murder and was convicted and sentenced to life in prison plus three years without the possibility of parole; he cannot appeal this conviction as part of the plea agreement. Officer Scott had served with the California Highway Patrol for five years. He is survived by his father, stepmother, and sister. His father and two uncles retired as sergeants from the California Highway Patrol. One of Officer Scott's cousins currently serves as a sergeant with the California Highway Patrol.",36,5 years,16386,Gunfire,"Friday, February 17, 2006",Cause: Gunfire Weapon: Gun; Unknown type Offender: Sentenced to life plus three years,Earl Scott,100.0
https://www.odmp.org/officer/18179-officer-john-bailey,Officer John Bailey,"Officer John Bailey was struck and killed by a drunk driver while conducting a traffic stop on I-15, north of Oak Hill Road in Hesperia. He had approached the stopped vehicle on the passenger side to speak with the driver. As he did so, another vehicle traveled onto the shoulder at a high rate of speed and struck Officer Bailey's motorcycle, the stopped vehicle, and the officer. The vehicle struck with such force that the stopped vehicle was pushed back into the freeway and overturned. All three parties were flown to a local hospital where Officer Bailey succumbed to his injuries. The suspected drunk driver was taken into custody at the hospital and charged with felony driving under the influence.  On July 27th, 2007, he plead guilty to gross vehicular manslaughter and agreed to receive the maximum sentence of 10 years in state prison. Officer Bailey was a veteran of the United States Army and the California National Guard and had just returned from serving a tour of duty in Iraq during the War on Terrorism. He had served with the California Highway Patrol for 11 years and was assigned to the Rancho Cucamonga office. He is survived by his wife, two daughters, two sons, parents, and sister.",36,11 years,14664,Vehicular assault,"Saturday, February 25, 2006",Cause: Vehicular assault Weapon: Automobile; Alcohol involved Offender: Sentenced to 10 years,John Bailey,100.0
https://www.odmp.org/officer/18912-officer-robert-franklin-dickey,Officer Robert Franklin Dickey,"Officer Robert Dickey was killed in an automobile crash on I-8, east of Ogilby Road, while on patrol in Imperial County. It is believed that a tire on his patrol car blew out, causing him to lose control of the vehicle. The patrol car left the roadway and flipped several times. He was flown to Yuma Regional Medical Center, in Arizona, where he succumbed to his injuries a short time later. Officer Dickey had served with the California Highway Patrol for 5 years.  He is survived by his wife and one-year-old son.",37,5 years,17001,Automobile crash,"Sunday, June 10, 2007",Cause: Automobile crash,Robert Franklin Dickey,100.0
https://www.odmp.org/officer/18965-officer-douglas-scott-russell,Officer Douglas Scott Russell,"Officer Douglas Russell was struck and killed while deploying stop sticks to stop a vehicle involved in a pursuit on Highway 50. The pursuit began after Rancho Cordova police were dispatched to conduct a welfare check on a person in a brown four-door sedan parked on Horn Road. As officers approached the driver sped off, tossing items out of his vehicle.  A police pursuit ensued proceeding eastbound Highway 50. Officer Russell was deploying the spike strips at Highway 50 and Ponderosa Road when the car intentionally swerved and hit him. He was airlifted to the University of California Davis Medical Center where he succumbed to his injuries. After striking Officer Russell the vehicle continued until officers were able to spin the car and stop it on Missouri Flat Road. The driver was taken into custody and transported to Sutter Roseville Medical Center. The suspect was convicted in 2010 and sentenced to death. Officer Russell had served with the California Highway Patrol for 22 years and was assigned to the Placerville office.  He is survived by his wife and mother.",46,22 years,11619,Vehicular assault,"Tuesday, July 31, 2007",Cause: Vehicular assault Weapon: Automobile Offender: Sentenced to death,Douglas Scott Russell,100.0
https://www.odmp.org/officer/19103-detective-kent-haws,Detective Kent Haws,"Detective Kent Haws was shot and killed while investigating suspicious activity in the area of Avenue 344 and Road 156 near Ivanhoe at approximately 1:40 p.m. Detective Haws was driving south on Road 156, just north of Road 344 when he saw a car parked next to an orange grove on the east side of the road.  Detective Haws made a U-turn and pulled behind the car to investigate. As he talked to the car’s occupants, he saw a man in the orchard. Sending the occupants of the car on their way, he told sheriff’s dispatch he was checking a man in the orchard. Once out of the grove, the man pulled a semi-automatic firearm and fired an unknown number of shots, striking Detective Haws. Several passersby, seeing the officer on the ground, used cell phones and stopped at nearby homes to call for help. One passerby, a nurse, stopped and began to give Detective Haws first aid until EMS arrived. Detective Haws was taken by ambulance, escorted by California Highway Patrol vehicles, to Kaweah Delta Hospital in Visalia, where he died at 3:20 pm. A suspect was taken into custody later in the afternoon, still in possession of the murder weapon when he was apprehended. The suspect was charged and was finally found guilty of murder on August 28, 2012, and subsequently sentenced to life in prison without possibility of parole. Detective Haws had served with the Tulare County Sheriff's Office for 10 years. He is survived by his wife, three young children, mother, brother, sister, and stepfather.",38,10 years,364,Gunfire,"Monday, December 17, 2007",Cause: Gunfire Weapon: Gun; Unknown type Offender: Sentenced to life,Kent Haws,100.0
https://www.odmp.org/officer/19385-deputy-sheriff-james-edward-throne,Deputy Sheriff James Edward Throne,"Deputy James Throne was killed when his patrol car collided with another patrol car as they were responding to back up deputies involved in a foot chase. Deputy Throne was westbound on Blackburn Street while the other deputy was driving a marked car northbound on Weedpatch Highway.  As the other deputy approached the intersection, Deputy Throne pulled into the intersection, where he was struck. The other deputy suffered major injuries and is being treated at Kern Medical Center. Deputy Throne was on the force for two and a half years and previously served with the Taft Police Department. He is survived by wife and three children.",29,"2 years, 6 months",952,Automobile crash,"Friday, May 23, 2008",Cause: Automobile crash,James Throne,100.0
https://www.odmp.org/officer/19700-officer-joseph-paul-sanders,Officer Joseph Paul Sanders,"Officer Joseph Sanders was struck and killed by the driver of a vehicle while he was directing traffic at the scene of a previous accident on the Pomona Freeway in Hacienda Heights. The vehicle that struck him had collided with another car on the rain-slicked highway at approximately 4:20 am. Officer Sanders was flown to a nearby hospital where he succumbed to his injuries. The suspect pled guilty to involuntary vehicular manslaughter in exchange for a reduced sentence. Officer Sanders was a United States Marine Corps veteran and had served with the California Highway Patrol for 14 months. He was survived by his expectant wife and three sons. His daughter was born on June 3rd, 2009.",29,"1 year, 2 months",18781,Struck by vehicle,"Monday, December 15, 2008",Cause: Struck by vehicle,Joseph P Sanders,93.33333333333333
https://www.odmp.org/officer/19881-sergeant-daniel-takashi-sakai,Sergeant Daniel Takashi Sakai,"Sergeant Daniel Sakai and Sergeant Ervin Romans, SWAT team members, were killed when they attempted to apprehend a suspect that had earlier in the day shot and killed Sergeant Mark Dunakin and mortally wounded Officer John Hege during a traffic stop. At approximately 1:15 p.m., Sergeant Dunakin and Officer Hege, patrolling on a motorcycle, pulled over a car at a traffic stop at 74th Avenue and MacArthur Boulevard. During the stop, the driver opened fire, killing the officers. Citizens who witnessed the incident called 911 and started CPR on both officers. The suspect fled on foot, leading to an intense manhunt by dozens of officers from the Oakland Police Department, California Highway Patrol, and Alameda County Sheriff's Department. At approximately 3:30 p.m., the Oakland Police Department received an anonymous tip that the suspect was barricaded inside an apartment building on 74th Avenue. Officers first attempted to negotiate with the suspect, but a SWAT team was sent into the location to apprehend him when that failed. As the SWAT officers approached, the suspect opened fire with a rifle, killing Sergeants Ervin Romans and Daniel Sakai and wounding a third officer. Officers returned fire, killing the 26-year-old male suspect. It was later determined that the suspect had an extensive violent criminal history and was on parole for assault with a deadly weapon. Additionally, he had a no-bail parole warrant at the time of the incident. Sergeant Sakai had served with the Oakland Police Department for nine years. He is survived by his wife, a UC Berkley Police Officer, a daughter, and his parents. In March 2012, the Keller Avenue Bridge over I-580 was renamed the ""Sgt. Mark Dunakin Sgt. Ervin Romans Sgt. Daniel Sakai Officer John Hege Memorial Bridge.""",35,8 years,186,Gunfire,"Saturday, March 21, 2009",Cause: Gunfire Weapon: Rifle; SKS Offender: Killed by other officers,Daniel Sakai,100.0
https://www.odmp.org/officer/20282-deputy-sheriff-joel-brian-wahlenmaier,Deputy Sheriff Joel Brian Wahlenmaier,"Deputy Sheriff Joel Wahlenmaier was shot and killed as he and another deputy assisted officers from the California Fire Marshal's Office serve a warrant on a suspected arsonist in Minkler, California. As the deputies and officers entered the suspect's mobile home the man opened fire on them, fatally wounding Deputy Wahlenmaier and wounding a second deputy. Police Officer Javier Bejar, of the Reedley Police Department, responded to the report of an officer down. He was shot and critically wounded during a standoff with the suspect. He died from his wounds four days later. The suspect was found dead inside the home after a standoff that lasted several hours. Deputy Wahlenmaier had served with the Fresno County Sheriff's Office for 12 years. He is survived by his wife, son, daughter, and parents.",48,12 years,351,Gunfire,"Thursday, February 25, 2010",Cause: Gunfire Weapon: Rifle Offender: Deceased,Joel B Wahlenmaier,94.11764705882354
https://www.odmp.org/officer/20418-officer-thomas-philip-coleman,Officer Thomas Philip Coleman,"Officer Thomas Coleman was killed in a motorcycle crash while pursuing a traffic violator he was attempting to stop in Redlands. At 6:30 am, Officer Coleman was traveling northbound on Mountain View, just north of I- 10, when his motorcycle collided with a semitrailer at the intersection of San Bernardino Avenue and Alabama Street approximately one minute into the pursuit. The vehicle he was pursuing crashed into another vehicle moments later and all four occupants were apprehended. The driver was sentenced to 19 years in prison. Officer Coleman succumbed to his injuries and died at the scene. Officer Coleman had served with the California Highway Patrol for over 7½ years and was assigned to the San Bernardino Area of the Inland Division. He was a US Marine Corps veteran. Officer Coleman is survived by his wife, 2-year-old son, 8-month-old daughter, brother, three sisters and parents.",33,"7 years, 8 months",17338,Vehicle pursuit,"Friday, June 11, 2010",Cause: Vehicle pursuit Weapon: Automobile Offender: Apprehended,Thomas P Coleman,93.33333333333333
https://www.odmp.org/officer/20744-officer-thomas-richard-adams,Officer Thomas Richard Adams,"Officer Thomas Adams was killed in a automobile accident while on patrol. He was driving north on Highway 101, just south of Piercy in Mendocino County, when his patrol car was struck head-on by a southbound vehicle.  Officer Adams died from the injuries sustained in the collision. Officer Adams had served with the California Highway Patrol for two years.",24,2 years,19365,Automobile crash,"Tuesday, February 15, 2011",Cause: Automobile crash,Thomas R Adams,92.3076923076923
https://www.odmp.org/officer/20893-police-officer-ryan-embert-stringer,Police Officer Ryan Embert Stringer,"Police Officer Ryan Stringer was killed in an automobile accident when his patrol car collided with another patrol car at about 2:30 am. He and the officer in the other patrol car were responding to a robbery in progress when they collided at the intersection of North Garfield Avenue and East Main Street. Both officers were transported to a local hospital, where Officer Stringer succumbed to his injuries. The other officer was admitted in serious condition. Officer Stringer had served with the Alhambra Police Department for two years. He was survived by his mother, father, and four sisters.",26,2 years,Not available,Automobile crash,"Sunday, July 10, 2011",Cause: Automobile crash,Ryan Stringer,100.0
https://www.odmp.org/officer/21164-officer-robert-james-quirk,Officer Robert James Quirk,"Officer Robert Quirk suffered a fatal heart attack several hours after being involved in a foot pursuit. The foot pursuit started at approximately 1:50 pm after he encountered three pedestrians on the shoulder of I-5, south of Route 36, in Red Bluff, California. He advised dispatchers that the three were running from him. When a backup officer arrived he located Officer Quirk walking all three subjects back towards his patrol car. After Officer Quirk's shift ended he returned home and started experiencing chest pains. He suffered a fatal heart attack approximately 11 hours later. Officer Quirk had served with the California Highway Patrol for 16 years. He is survived by his wife and five children.",49,16 years,Not available,Heart attack,"Sunday, April 11, 1971","Cause: Heart attack Incident Date: Saturday, April 10, 1971",Robert J Quirk,92.3076923076923
https://www.odmp.org/officer/21629-police-officer-kevin-andrew-tonn,Police Officer Kevin Andrew Tonn,"Police Officer Kevin Tonn was shot and killed after responding to a burglary call in the 200 block of F Street at approximately 11:20 am. Upon arriving at the scene, a witness pointed to a suspect who was nearby. As Officer Tonn approached the man to question him, the subject produced a gun and fired a single shot, striking Officer Tonn. The man fired at other responding officers before committing suicide. Officer Tonn was transported to a nearby hospital where he was pronounced dead. Officer Tonn was a U.S. Army veteran and had served with the Galt Police Department for three and a half years. He had previously served as a firefighter and medic. He is survived by his parents and sister.",35,"3 years, 6 months",172,Gunfire,"Tuesday, January 15, 2013",Cause: Gunfire Weapon: Handgun Offender: Committed suicide,Kevin Tonn,100.0
